term,sessionPeriod,voteDate,voteTime,voteIssue,voteType,url,
10,08,112/12/19,10:03,內政委員會　保留21，台灣民眾黨黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202401021113230.xlsx,
10,08,112/12/19,10:05,內政委員會　保留30，台灣民眾黨黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202401021113251.xlsx,
10,08,112/12/19,10:07,內政委員會　保留38，國民黨黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202401021113252.xlsx,
10,08,112/12/19,10:09,內政委員會　保留48，國民黨黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202401021113263.xlsx,
10,08,112/12/19,10:10,內政委員會　保留49，國民黨黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202401021113264.xlsx,
10,08,112/12/19,10:12,內政委員會　保留51，國民黨黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202401021113265.xlsx,
10,08,112/12/19,10:14,內政委員會　保留52，時代力量黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202401021113276.xlsx,
10,08,112/12/19,10:16,內政委員會　保留90，台灣民眾黨黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202401021113277.xlsx,
10,08,112/12/19,10:18,內政委員會　保留93，台灣民眾黨黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202401021113278.xlsx,
10,08,112/12/19,10:19,內政委員會　保留119，國民黨黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202401021113289.xlsx,
10,08,112/12/19,10:21,內政委員會　保留120，國民黨黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211132810.xlsx,
10,08,112/12/19,10:22,內政委員會　保留173，時代力量黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211132811.xlsx,
10,08,112/12/19,10:24,外交及國防委員會　保留76，時代力量黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211132812.xlsx,
10,08,112/12/19,10:26,外交及國防委員會　保留90，時代力量黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211132913.xlsx,
10,08,112/12/19,10:28,外交及國防委員會　保留157，國民黨黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211132914.xlsx,
10,08,112/12/19,10:30,經濟委員會　保留5，台灣民眾黨黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211132915.xlsx,
10,08,112/12/19,10:32,經濟委員會　保留253，時代力量黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211133016.xlsx,
10,08,112/12/19,10:33,經濟委員會　保留255，台灣民眾黨黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211133017.xlsx,
10,08,112/12/19,10:35,經濟委員會　保留304，國民黨黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211133018.xlsx,
10,08,112/12/19,10:37,經濟委員會　保留332-1，委員李貴敏等提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211133119.xlsx,
10,08,112/12/19,10:39,教育及文化委員會　保留229，時代力量黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211133120.xlsx,
10,08,112/12/19,10:40,教育及文化委員會　保留230，時代力量黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211133221.xlsx,
10,08,112/12/19,10:42,交通委員會　保留1，時代力量黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211133222.xlsx,
10,08,112/12/19,10:44,交通委員會　保留9，國民黨黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211133323.xlsx,
10,08,112/12/19,10:45,交通委員會　保留10，委員陳椒華等提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211133324.xlsx,
10,08,112/12/19,10:47,交通委員會　保留11，委員陳椒華等提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211133325.xlsx,
10,08,112/12/19,10:49,交通委員會　保留12，委員陳椒華等提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211133426.xlsx,
10,08,112/12/19,10:51,交通委員會　保留13，時代力量黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211133427.xlsx,
10,08,112/12/19,10:52,交通委員會　保留14，台灣民眾黨黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211133528.xlsx,
10,08,112/12/19,10:54,交通委員會　保留15，台灣民眾黨黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211133529.xlsx,
10,08,112/12/19,10:56,交通委員會　保留16，國民黨黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211133630.xlsx,
10,08,112/12/19,10:57,交通委員會　保留17，委員傅琨萁等提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211133631.xlsx,
10,08,112/12/19,10:59,交通委員會　保留18，委員傅琨萁等提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211133732.xlsx,
10,08,112/12/19,11:00,交通委員會　保留19，委員傅琨萁等提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211133833.xlsx,
10,08,112/12/19,11:02,交通委員會　保留24，國民黨黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211133834.xlsx,
10,08,112/12/19,11:04,交通委員會　保留26，國民黨黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211133835.xlsx,
10,08,112/12/19,11:06,交通委員會　保留77，時代力量黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211133936.xlsx,
10,08,112/12/19,11:07,交通委員會　保留86，時代力量黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211133937.xlsx,
10,08,112/12/19,11:09,交通委員會　保留279，時代力量黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211133938.xlsx,
10,08,112/12/19,11:11,交通委員會　保留292，時代力量黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211134039.xlsx,
10,08,112/12/19,11:13,司法及法制委員會　保留211，台灣民眾黨黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211134040.xlsx,
10,08,112/12/19,11:14,司法及法制委員會　保留213，台灣民眾黨黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211134041.xlsx,
10,08,112/12/19,11:16,社會福利及衛生環境委員會　保留128，國民黨黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211134042.xlsx,
10,08,112/12/19,11:18,社會福利及衛生環境委員會　保留212，國民黨黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211134143.xlsx,
10,08,112/12/19,11:20,社會福利及衛生環境委員會　保留212，民進黨黨團對案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211134144.xlsx,
10,08,112/12/19,11:22,社會福利及衛生環境委員會　保留213，台灣民眾黨黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211134145.xlsx,
10,08,112/12/19,11:24,社會福利及衛生環境委員會　保留221，時代力量黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211134246.xlsx,
10,08,112/12/19,12:26,房屋稅條例第五條，時代力量黨團修正動議,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211134247.xlsx,
10,08,112/12/19,12:28,房屋稅條例第五條，台灣民眾黨黨團修正動議,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211134248.xlsx,
10,08,112/12/19,12:29,房屋稅條例第五條，國民黨黨團修正動議,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211134349.xlsx,
10,08,112/12/19,12:31,房屋稅條例第五條，民進黨黨團修正動議,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211134450.xlsx,
10,08,112/12/19,12:34,房屋稅條例增訂第五條之一，時代力量黨團修正動議,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211134451.xlsx,
10,08,112/12/19,12:37,房屋稅條例第六條，時代力量黨團修正動議,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024010211134452.xlsx,
11,01,113/04/09,11:09,討論事項第1案，委員張智倫等人所提復議案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404151705060.xlsx,
11,01,113/04/09,11:12,討論事項第2案，委員林沛祥等人所提復議案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404151705081.xlsx,
11,01,113/04/09,11:14,討論事項第3案，委員黃健豪等人所提復議案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404151705092.xlsx,
11,01,113/04/09,11:16,討論事項第4案，台灣民眾黨黨團所提復議案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404151705093.xlsx,
11,01,113/04/12,10:47,民進黨黨團對第1會期第5次會議，報告事項所提復議案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404191342470.xlsx,
11,01,113/04/12,10:50,重行表決 民進黨黨團對第1會期，第5次會議報告事項所提復議案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404191342481.xlsx,
11,01,113/04/12,10:54,民進黨黨團對第1會期第6次會議，報告事項所提復議案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404191342482.xlsx,
11,01,113/04/12,10:56,重付表決 民進黨黨團對第1會期，第6次會議報告事項所提復議案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404191342493.xlsx,
11,01,113/04/12,10:59,民進黨黨團對第1會期第7次會議，報告事項所提復議案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404191342494.xlsx,
11,01,113/04/12,11:01,重行表決 民進黨黨團對第1會期，第7次會議報告事項所提復議案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404191342495.xlsx,
11,01,113/04/19,10:35,報告事項第95案，國民黨黨團提議逕付二讀,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404261331380.xlsx,
11,01,113/04/19,11:23,變更議程，國民黨黨團提議,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404261331391.xlsx,
11,01,113/04/19,11:26,變更議程(抽出動議)，國民黨黨團提議(1),記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404261331392.xlsx,
11,01,113/04/19,11:28,變更議程(抽出動議)，國民黨黨團提議(2),記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404261331403.xlsx,
11,01,113/04/19,11:33,討2-民進黨黨團對第1會期第8次會議，報告事項所提復議案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404261331404.xlsx,
11,01,113/04/19,11:35,討3-民進黨黨團對第1會期第5次會議，報告事項所提復議案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404261331415.xlsx,
11,01,113/04/26,11:15,變更議程(抽出動議)，民進黨黨團提議(1),記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404301444010.xlsx,
11,01,113/04/26,11:17,重付表決 變更議程(抽出動議)，民進黨黨團提議(1),記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404301444021.xlsx,
11,01,113/04/26,11:20,變更議程(抽出動議)，民進黨黨團提議(2),記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404301444022.xlsx,
11,01,113/04/26,11:21,重付表決 變更議程(抽出動議)，民進黨黨團提議(2),記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404301444023.xlsx,
11,01,113/04/30,12:48,討論事項第七案，民進黨黨團修正動議,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404301444270.xlsx,
11,01,113/04/30,12:50,重付表決 討論事項第七案，民進黨黨團修正動議,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404301444271.xlsx,
11,01,113/04/30,12:52,討論事項第七案，國民黨黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404301444272.xlsx,
11,01,113/04/30,12:53,重付表決 討論事項第七案，國民黨黨團提案,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404301444273.xlsx,
11,01,113/04/30,13:16,討論事項第八案，民進黨黨團修正動議,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404301444284.xlsx,
11,01,113/04/30,13:17,重付表決 討論事項第八案，民進黨黨團修正動議,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404301444285.xlsx,
11,01,113/04/30,13:19,討論事項第八案，台灣民眾黨修正動議,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404301444286.xlsx,
11,01,113/04/30,13:21,重付表決 討論事項第八案，台灣民眾黨修正動議,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404301444297.xlsx,
11,01,113/04/30,13:41,討論事項第九案，民進黨黨團修正動議,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404301444298.xlsx,
11,01,113/04/30,13:42,重付表決 討論事項第九案，民進黨黨團修正動議,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202404301444299.xlsx,
11,01,113/04/30,13:44,討論事項第九案，台灣民眾黨黨團修正動議,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024043014443010.xlsx,
11,01,113/04/30,13:46,重付表決 討論事項第九案，台灣民眾黨黨團修正動議,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024043014443011.xlsx,
11,01,113/05/03,10:31,報告事項第75案，台灣民眾黨黨團提議退回,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202405031321330.xlsx,
11,01,113/05/03,10:51,變更議程(抽出動議)，民進黨黨團提議(1),記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202405031321331.xlsx,
11,01,113/05/03,10:53,重行表決 變更議程(抽出動議)，民進黨黨團提議(1),記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202405031321342.xlsx,
11,01,113/05/03,10:55,重付表決 變更議程(抽出動議)，民進黨黨團提議(1),記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202405031321343.xlsx,
11,01,113/05/03,10:57,變更議程(抽出動議)，國民黨黨團提議(1),記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202405031321344.xlsx,
11,01,113/05/03,11:00,重付表決 變更議程(抽出動議)，國民黨黨團提議(1),記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202405031321355.xlsx,
11,01,113/05/03,11:03,變更議程(抽出動議)，國民黨黨團提議(2),記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202405031321356.xlsx,
11,01,113/05/03,11:05,重付表決 變更議程(抽出動議)，國民黨黨團提議(2),記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202405031321357.xlsx,
11,01,113/05/03,11:07,變更議程(抽出動議)，國民黨黨團提議(3),記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202405031321358.xlsx,
11,01,113/05/03,11:09,重付表決 變更議程(抽出動議)，國民黨黨團提議(3),記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202405031321369.xlsx,
11,01,113/05/03,11:11,變更議程(抽出動議)，國民黨黨團提議(4),記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024050313213610.xlsx,
11,01,113/05/03,11:12,重付表決 變更議程(抽出動議)，國民黨黨團提議(4),記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024050313213611.xlsx,
11,01,113/05/03,11:16,變更議程(抽出動議)，台灣民眾黨黨團提議(1),記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024050313213712.xlsx,
11,01,113/05/03,11:18,重付表決 變更議程(抽出動議)，台灣民眾黨黨團提議(1),記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024050313213713.xlsx,
11,01,113/05/03,11:20,變更議程(抽出動議)，台灣民眾黨黨團提議(2),記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024050313213714.xlsx,
11,01,113/05/03,11:22,重付表決 變更議程(抽出動議)，台灣民眾黨黨團提議(2),記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C2024050313213815.xlsx,
11,01,113/05/10,10:22,報告事項第39案，國民黨黨團提議逕付二讀,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202405140856250.xlsx,
11,01,113/05/10,10:24,重付表決　報告事項第39案，國民黨黨團提議逕付二讀,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202405140856271.xlsx,
11,01,113/05/10,10:38,報告事項第88案，國民黨黨團提議逕付二讀,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202405140856282.xlsx,
11,01,113/05/10,10:39,重付表決　報告事項第88案，國民黨黨團提議逕付二讀,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202405140856283.xlsx,
11,01,113/05/10,11:04,變更議程(抽出動議)，國民黨黨團提議(2),記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202405140856294.xlsx,
11,01,113/05/10,11:05,重付表決　變更議程(抽出動議)，國民黨黨團提議(2),記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202405140856305.xlsx,
11,01,113/05/17,10:35,報告事項第48案，國民黨黨團提議逕付二讀,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202405200850140.xlsx,
11,01,113/05/17,10:37,重付表決　報告事項第48案，國民黨黨團提議逕付二讀,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202405200850161.xlsx,
11,01,113/05/31,10:13,報告事項，民進黨黨團提議,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202405311123240.xlsx,
11,01,113/05/31,10:15,報告事項，國民黨黨團提議,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202405311123261.xlsx,
11,01,113/05/31,10:17,討論事項，民進黨黨團提議,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202405311123262.xlsx,
11,01,113/06/04,15:51,原住民保留地禁伐補償條例第六條，審查會與委員陳瑩等提案條文,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202406041638210.xlsx,
11,01,113/06/04,15:53,重付表決　原住民保留地禁伐補償條例，第六條　審查會與委員陳瑩等提案條文,記名,https://ppg.ly.gov.tw/ppg/BillThirdReadingPassesClause/download/resources/ppgb32100/C202406041638221.xlsx,
